"ms_ensemblID","ms_ensemblID_version","ms_symbol","hu_ensemblID","hu_symbol","hu_ensemblID_version","date"
"ENSMUSG00000021721","ENSMUSG00000021721.6","Htr1a","ENSG00000178394","HTR1A","ENSG00000178394.5",2024-08-25
"ENSMUSG00000031729","ENSMUSG00000031729.7","Ist1","ENSG00000182149","IST1","ENSG00000182149.21",2024-08-25
"ENSMUSG00000046949","ENSMUSG00000046949.17","Nqo2","ENSG00000124588","NQO2","ENSG00000124588.22",2024-08-25
"ENSMUSG00000073838","ENSMUSG00000073838.11","Tufm","ENSG00000178952","TUFM","ENSG00000178952.11",2024-08-25
"ENSMUSG00000062591","ENSMUSG00000062591.6","Tubb4a","ENSG00000104833","TUBB4A","ENSG00000104833.12",2024-08-25
"ENSMUSG00000040785","ENSMUSG00000040785.20","Ttc3","ENSG00000182670","TTC3","ENSG00000182670.14",2024-08-25
"ENSMUSG00000061742","ENSMUSG00000061742.13","Slc22a12","ENSG00000197891","SLC22A12","ENSG00000197891.12",2024-08-25
"ENSMUSG00000035678","ENSMUSG00000035678.9","Tnfsf9","ENSG00000125657","TNFSF9","ENSG00000125657.5",2024-08-25
"ENSMUSG00000025795","ENSMUSG00000025795.9","Rassf3","ENSG00000153179","RASSF3","ENSG00000153179.14",2024-08-25
"ENSMUSG00000031452","ENSMUSG00000031452.16","1700029H14Rik","ENSG00000283199","C13orf46","ENSG00000283199.3",2024-08-25
"ENSMUSG00000041540","ENSMUSG00000041540.17","Sox5","ENSG00000134532","SOX5","ENSG00000134532.20",2024-08-25
"ENSMUSG00000019489","ENSMUSG00000019489.8","Cd70","ENSG00000125726","CD70","ENSG00000125726.11",2024-08-25
"ENSMUSG00000005824","ENSMUSG00000005824.8","Tnfsf14","ENSG00000125735","TNFSF14","ENSG00000125735.11",2024-08-25
"ENSMUSG00000007877","ENSMUSG00000007877.3","Tcap","ENSG00000173991","TCAP","ENSG00000173991.6",2024-08-25
"ENSMUSG00000019838","ENSMUSG00000019838.12","Slc16a10","ENSG00000112394","SLC16A10","ENSG00000112394.18",2024-08-25
"ENSMUSG00000024989","ENSMUSG00000024989.16","Cep55","ENSG00000138180","CEP55","ENSG00000138180.16",2024-08-25
"ENSMUSG00000038216","ENSMUSG00000038216.8","Pnmt","ENSG00000141744","PNMT","ENSG00000141744.4",2024-08-25
"ENSMUSG00000015653","ENSMUSG00000015653.14","Steap2","ENSG00000157214","STEAP2","ENSG00000157214.14",2024-08-25
"ENSMUSG00000036819","ENSMUSG00000036819.15","Jmjd4","ENSG00000081692","JMJD4","ENSG00000081692.13",2024-08-25
"ENSMUSG00000033054","ENSMUSG00000033054.8","Npat","ENSG00000149308","NPAT","ENSG00000149308.17",2024-08-25
"ENSMUSG00000022270","ENSMUSG00000022270.17","Retreg1","ENSG00000154153","RETREG1","ENSG00000154153.15",2024-08-25
"ENSMUSG00000020115","ENSMUSG00000020115.4","Tbk1","ENSG00000183735","TBK1","ENSG00000183735.11",2024-08-25
"ENSMUSG00000021592","ENSMUSG00000021592.19","Arsk","ENSG00000164291","ARSK","ENSG00000164291.17",2024-08-25
"ENSMUSG00002074871","ENSMUSG00002074871.1","Gm54733","ENSG00000222472","RN7SKP7","ENSG00000222472.1",2024-08-25
"ENSMUSG00000031112","ENSMUSG00000031112.11","Stk26","ENSG00000134602","STK26","ENSG00000134602.16",2024-08-25
"ENSMUSG00000031728","ENSMUSG00000031728.11","Zfp821","ENSG00000102984","ZNF821","ENSG00000102984.15",2024-08-25
"ENSMUSG00000032113","ENSMUSG00000032113.17","Chek1","ENSG00000149554","CHEK1","ENSG00000149554.15",2024-08-25
"ENSMUSG00000024507","ENSMUSG00000024507.7","Hsd17b4","ENSG00000133835","HSD17B4","ENSG00000133835.18",2024-08-25
"ENSMUSG00000038208","ENSMUSG00000038208.14","Pgap3","ENSG00000161395","PGAP3","ENSG00000161395.14",2024-08-25
"ENSMUSG00000054200","ENSMUSG00000054200.8","Ffar4","ENSG00000186188","FFAR4","ENSG00000186188.11",2024-08-25
"ENSMUSG00000038888","ENSMUSG00000038888.9","Ctu1","ENSG00000142544","CTU1","ENSG00000142544.7",2024-08-25
"ENSMUSG00000024990","ENSMUSG00000024990.14","Rbp4","ENSG00000138207","RBP4","ENSG00000138207.15",2024-08-25
"ENSMUSG00000036131","ENSMUSG00000036131.13","Frmd7","ENSG00000165694","FRMD7","ENSG00000165694.11",2024-08-25
"ENSMUSG00000034667","ENSMUSG00000034667.9","Xpot","ENSG00000184575","XPOT","ENSG00000184575.12",2024-08-25
"ENSMUSG00000031453","ENSMUSG00000031453.17","Rasa3","ENSG00000185989","RASA3","ENSG00000185989.11",2024-08-25
"ENSMUSG00000046027","ENSMUSG00000046027.18","Stard5","ENSG00000172345","STARD5","ENSG00000172345.14",2024-08-25
"ENSMUSG00000050029","ENSMUSG00000050029.8","Rap2c","ENSG00000123728","RAP2C","ENSG00000123728.10",2024-08-25
"ENSMUSG00000025871","ENSMUSG00000025871.19","4833439L19Rik","ENSG00000122203","KIAA1191","ENSG00000122203.15",2024-08-25
"ENSMUSG00000024365","ENSMUSG00000024365.10","Cyp21a1","ENSG00000231852","CYP21A2","ENSG00000231852.9",2024-08-25
"ENSMUSG00000024992","ENSMUSG00000024992.14","Pde6c","ENSG00000095464","PDE6C","ENSG00000095464.10",2024-08-25
"ENSMUSG00000036109","ENSMUSG00000036109.18","Mbnl3","ENSG00000076770","MBNL3","ENSG00000076770.16",2024-08-25
"ENSMUSG00000029309","ENSMUSG00000029309.8","Sparcl1","ENSG00000152583","SPARCL1","ENSG00000152583.13",2024-08-25
"ENSMUSG00000038225","ENSMUSG00000038225.16","Primpol","ENSG00000164306","PRIMPOL","ENSG00000164306.11",2024-08-25
"ENSMUSG00000052253","ENSMUSG00000052253.7","Zfp622","ENSG00000173545","ZNF622","ENSG00000173545.5",2024-08-25
"ENSMUSG00000017774","ENSMUSG00000017774.20","Myo1c","ENSG00000197879","MYO1C","ENSG00000197879.17",2024-08-25
"ENSMUSG00000035420","ENSMUSG00000035420.8","Fam170a","ENSG00000164334","FAM170A","ENSG00000164334.16",2024-08-25
"ENSMUSG00000044737","ENSMUSG00000044737.7","Klk14","ENSG00000129437","KLK14","ENSG00000129437.11",2024-08-25
"ENSMUSG00000024164","ENSMUSG00000024164.16","C3","ENSG00000125730","C3","ENSG00000125730.18",2024-08-25
"ENSMUSG00000048875","ENSMUSG00000048875.4","Pudp","ENSG00000130021","PUDP","ENSG00000130021.15",2024-08-25
"ENSMUSG00000022269","ENSMUSG00000022269.14","Marchf11","ENSG00000183654","MARCHF11","ENSG00000183654.9",2024-08-25
"ENSMUSG00000073565","ENSMUSG00000073565.6","Prr16","ENSG00000184838","PRR16","ENSG00000184838.15",2024-08-25
"ENSMUSG00000038510","ENSMUSG00000038510.13","Rpf2","ENSG00000197498","RPF2","ENSG00000197498.13",2024-08-25
"ENSMUSG00000092094","ENSMUSG00000092094.6","Zfp804b","ENSG00000182348","ZNF804B","ENSG00000182348.7",2024-08-25
"ENSMUSG00000043556","ENSMUSG00000043556.11","Fbxl7","ENSG00000183580","FBXL7","ENSG00000183580.10",2024-08-25
"ENSMUSG00000059742","ENSMUSG00000059742.11","Kcnh7","ENSG00000184611","KCNH7","ENSG00000184611.14",2024-08-25
"ENSMUSG00000024510","ENSMUSG00000024510.7","Ftmt","ENSG00000181867","FTMT","ENSG00000181867.3",2024-08-25
"ENSMUSG00000024528","ENSMUSG00000024528.9","Srfbp1","ENSG00000151304","SRFBP1","ENSG00000151304.6",2024-08-25
"ENSMUSG00000053268","ENSMUSG00000053268.8","Dspp","ENSG00000152591","DSPP","ENSG00000152591.15",2024-08-25
"ENSMUSG00000062184","ENSMUSG00000062184.12","Hs6st2","ENSG00000171004","HS6ST2","ENSG00000171004.19",2024-08-25
"ENSMUSG00000040514","ENSMUSG00000040514.7","Tex47","ENSG00000164645","TEX47","ENSG00000164645.3",2024-08-25
"ENSMUSG00000022265","ENSMUSG00000022265.8","Ank","ENSG00000154122","ANKH","ENSG00000154122.14",2024-08-25
"ENSMUSG00000029307","ENSMUSG00000029307.8","Dmp1","ENSG00000152592","DMP1","ENSG00000152592.15",2024-08-25
"ENSMUSG00000024529","ENSMUSG00000024529.15","Lox","ENSG00000113083","LOX","ENSG00000113083.15",2024-08-25
"ENSMUSG00000055780","ENSMUSG00000055780.11","Usp26","ENSG00000131864","USP29","ENSG00000131864.11",2024-08-25
"ENSMUSG00000054237","ENSMUSG00000054237.7","Fra10ac1","ENSG00000148690","FRA10AC1","ENSG00000148690.12",2024-08-25
"ENSMUSG00001118663","ENSMUSG00001118663.1","Gm23503","ENSG00000251939","RNU6-1278P","ENSG00000251939.1",2024-08-25
"ENSMUSG00000054046","ENSMUSG00000054046.8","Klk13","ENSG00000167759","KLK13","ENSG00000167759.13",2024-08-25
"ENSMUSG00000012428","ENSMUSG00000012428.10","Steap4","ENSG00000127954","STEAP4","ENSG00000127954.13",2024-08-25
"ENSMUSG00000036698","ENSMUSG00000036698.12","Ago2","ENSG00000123908","AGO2","ENSG00000123908.12",2024-08-25
"ENSMUSG00000044430","ENSMUSG00000044430.12","Klk12","ENSG00000186474","KLK12","ENSG00000186474.16",2024-08-25
"ENSMUSG00000032047","ENSMUSG00000032047.6","Acat1","ENSG00000075239","ACAT1","ENSG00000075239.14",2024-08-25
"ENSMUSG00000029306","ENSMUSG00000029306.9","Ibsp","ENSG00000029559","IBSP","ENSG00000029559.7",2024-08-25
"ENSMUSG00000075324","ENSMUSG00000075324.14","Fign","ENSG00000182263","FIGN","ENSG00000182263.14",2024-08-25
"ENSMUSG00000025870","ENSMUSG00000025870.11","Arl10","ENSG00000175414","ARL10","ENSG00000175414.7",2024-08-25
"ENSMUSG00000067242","ENSMUSG00000067242.12","Lgi1","ENSG00000108231","LGI1","ENSG00000108231.14",2024-08-25
"ENSMUSG00000040990","ENSMUSG00000040990.18","Sh3kbp1","ENSG00000147010","SH3KBP1","ENSG00000147010.19",2024-08-25
"ENSMUSG00000046034","ENSMUSG00000046034.9","Otulin","ENSG00000154124","OTULIN","ENSG00000154124.6",2024-08-25
"ENSMUSG00000001741","ENSMUSG00000001741.13","Il16","ENSG00000172349","IL16","ENSG00000172349.19",2024-08-25
"ENSMUSG00000025869","ENSMUSG00000025869.12","Nop16","ENSG00000048162","NOP16","ENSG00000048162.22",2024-08-25
"ENSMUSG00000053863","ENSMUSG00000053863.4","Mepe","ENSG00000152595","MEPE","ENSG00000152595.17",2024-08-25
"ENSMUSG00000026646","ENSMUSG00000026646.17","Suv39h2","ENSG00000152455","SUV39H2","ENSG00000152455.16",2024-08-25
"ENSMUSG00000069895","ENSMUSG00000069895.5","Atxn1l","ENSG00000224470","ATXN1L","ENSG00000224470.9",2024-08-25
"ENSMUSG00000046886","ENSMUSG00000046886.7","Zfp474","ENSG00000164185","ZNF474","ENSG00000164185.7",2024-08-25
"ENSMUSG00000042671","ENSMUSG00000042671.13","Rgs8","ENSG00000135824","RGS8","ENSG00000135824.13",2024-08-25
"ENSMUSG00000030088","ENSMUSG00000030088.16","Aldh1l1","ENSG00000144908","ALDH1L1","ENSG00000144908.14",2024-08-25
"ENSMUSG00000054892","ENSMUSG00000054892.15","Txk","ENSG00000074966","TXK","ENSG00000074966.11",2024-08-25
"ENSMUSG00000047642","ENSMUSG00000047642.16","D930020B18Rik","ENSG00000185306","C12orf56","ENSG00000185306.13",2024-08-25
"ENSMUSG00000021408","ENSMUSG00000021408.16","Ripk1","ENSG00000137275","RIPK1","ENSG00000137275.16",2024-08-25
"ENSMUSG00000032343","ENSMUSG00000032343.16","Impg1","ENSG00000112706","IMPG1","ENSG00000112706.12",2024-08-25
"ENSMUSG00000036529","ENSMUSG00000036529.18","Sbf1","ENSG00000100241","SBF1","ENSG00000100241.22",2024-08-25
"ENSMUSG00000031628","ENSMUSG00000031628.10","Casp3","ENSG00000164305","CASP3","ENSG00000164305.20",2024-08-25
"ENSMUSG00000005823","ENSMUSG00000005823.10","Gpr108","ENSG00000125734","GPR108","ENSG00000125734.16",2024-08-25
"ENSMUSG00000024534","ENSMUSG00000024534.16","Sncaip","ENSG00000064692","SNCAIP","ENSG00000064692.20",2024-08-25
"ENSMUSG00000028960","ENSMUSG00000028960.21","Ube4b","ENSG00000130939","UBE4B","ENSG00000130939.20",2024-08-25
"ENSMUSG00000053684","ENSMUSG00000053684.9","Kics2","ENSG00000174206","KICS2","ENSG00000174206.13",2024-08-25
"ENSMUSG00000022056","ENSMUSG00000022056.10","Adam7","ENSG00000069206","ADAM7","ENSG00000069206.15",2024-08-25
"ENSMUSG00000019837","ENSMUSG00000019837.9","Gtf3c6","ENSG00000155115","GTF3C6","ENSG00000155115.7",2024-08-25
"ENSMUSG00000009614","ENSMUSG00000009614.17","Sardh","ENSG00000123453","SARDH","ENSG00000123453.19",2024-08-25
"ENSMUSG00000067616","ENSMUSG00000067616.12","Klk11","ENSG00000167757","KLK11","ENSG00000167757.14",2024-08-25
"ENSMUSG00000044026","ENSMUSG00000044026.4","Slc35g1","ENSG00000176273","SLC35G1","ENSG00000176273.15",2024-08-25
"ENSMUSG00000038416","ENSMUSG00000038416.16","Cdc16","ENSG00000130177","CDC16","ENSG00000130177.16",2024-08-25
"ENSMUSG00000038286","ENSMUSG00000038286.12","Bphl","ENSG00000137274","BPHL","ENSG00000137274.13",2024-08-25
"ENSMUSG00002075727","ENSMUSG00002075727.1","Gm54777","ENSG00000252355","RN7SKP287","ENSG00000252355.1",2024-08-25
"ENSMUSG00000024998","ENSMUSG00000024998.18","Plce1","ENSG00000138193","PLCE1","ENSG00000138193.17",2024-08-25
"ENSMUSG00000022057","ENSMUSG00000022057.9","Adamdec1","ENSG00000134028","ADAMDEC1","ENSG00000134028.14",2024-08-25
"ENSMUSG00000047547","ENSMUSG00000047547.15","Cltb","ENSG00000175416","CLTB","ENSG00000175416.16",2024-08-25
"ENSMUSG00002074875","ENSMUSG00002074875.1","Snord3a","ENSG00000277947","SNORD3D","ENSG00000277947.1",2024-08-25
"ENSMUSG00000049511","ENSMUSG00000049511.6","Htr1b","ENSG00000135312","HTR1B","ENSG00000135312.7",2024-08-25
"ENSMUSG00000043289","ENSMUSG00000043289.13","Mei4","ENSG00000269964","MEI4","ENSG00000269964.4",2024-08-25
"ENSMUSG00000026109","ENSMUSG00000026109.15","Tmeff2","ENSG00000144339","TMEFF2","ENSG00000144339.12",2024-08-25
"ENSMUSG00000011154","ENSMUSG00000011154.18","Cfap161","ENSG00000156206","CFAP161","ENSG00000156206.14",2024-08-25
"ENSMUSG00000000197","ENSMUSG00000000197.9","Nalcn","ENSG00000102452","NALCN","ENSG00000102452.18",2024-08-25
"ENSMUSG00000061207","ENSMUSG00000061207.12","Stk19","ENSG00000204344","STK19","ENSG00000204344.16",2024-08-25
"ENSMUSG00000026475","ENSMUSG00000026475.8","Rgs16","ENSG00000143333","RGS16","ENSG00000143333.7",2024-08-25
"ENSMUSG00000038398","ENSMUSG00000038398.9","Upf3a","ENSG00000169062","UPF3A","ENSG00000169062.15",2024-08-25
"ENSMUSG00000032116","ENSMUSG00000032116.19","Stt3a","ENSG00000134910","STT3A","ENSG00000134910.14",2024-08-25
"ENSMUSG00000020121","ENSMUSG00000020121.16","Srgap1","ENSG00000196935","SRGAP1","ENSG00000196935.10",2024-08-25
"ENSMUSG00000058672","ENSMUSG00000058672.8","Tubb2a","ENSG00000137267","TUBB2A","ENSG00000137267.7",2024-08-25
"ENSMUSG00000109865","ENSMUSG00000109865.2","Hspa14","ENSG00000187522","HSPA14","ENSG00000187522.16",2024-08-25
"ENSMUSG00000045954","ENSMUSG00000045954.8","Cavin2","ENSG00000168497","CAVIN2","ENSG00000168497.5",2024-08-25
"ENSMUSG00000033991","ENSMUSG00000033991.10","Skic3","ENSG00000198677","SKIC3","ENSG00000198677.13",2024-08-25
"ENSMUSG00000047710","ENSMUSG00000047710.9","Champ1","ENSG00000198824","CHAMP1","ENSG00000198824.8",2024-08-25
"ENSMUSG00000066800","ENSMUSG00000066800.12","Rnasel","ENSG00000135828","RNASEL","ENSG00000135828.11",2024-08-25
"ENSMUSG00000040482","ENSMUSG00000040482.17","Dxo","ENSG00000204348","DXO","ENSG00000204348.10",2024-08-25
"ENSMUSG00000031458","ENSMUSG00000031458.9","Coprs","ENSG00000172301","COPRS","ENSG00000172301.11",2024-08-25
"ENSMUSG00000033530","ENSMUSG00000033530.9","Ttc7b","ENSG00000165914","TTC7B","ENSG00000165914.15",2024-08-25
"ENSMUSG00000003161","ENSMUSG00000003161.16","Sri","ENSG00000075142","SRI","ENSG00000075142.14",2024-08-25
"ENSMUSG00000031627","ENSMUSG00000031627.10","Irf2","ENSG00000168310","IRF2","ENSG00000168310.12",2024-08-25
"ENSMUSG00000030268","ENSMUSG00000030268.18","Bcat1","ENSG00000060982","BCAT1","ENSG00000060982.15",2024-08-25
"ENSMUSG00000034620","ENSMUSG00000034620.18","Rxylt1","ENSG00000118600","RXYLT1","ENSG00000118600.13",2024-08-25
"ENSMUSG00000067851","ENSMUSG00000067851.12","Arfgef1","ENSG00000066777","ARFGEF1","ENSG00000066777.9",2024-08-25
"ENSMUSG00000026888","ENSMUSG00000026888.15","Grb14","ENSG00000115290","GRB14","ENSG00000115290.11",2024-08-25
"ENSMUSG00000034484","ENSMUSG00000034484.9","Snx2","ENSG00000205302","SNX2","ENSG00000205302.7",2024-08-25
"ENSMUSG00000019487","ENSMUSG00000019487.12","Trip10","ENSG00000125733","TRIP10","ENSG00000125733.18",2024-08-25
"ENSMUSG00000052395","ENSMUSG00000052395.18","Rft1","ENSG00000163933","RFT1","ENSG00000163933.10",2024-08-25
"ENSMUSG00000090121","ENSMUSG00000090121.11","Abhd12b","ENSG00000131969","ABHD12B","ENSG00000131969.15",2024-08-25
"ENSMUSG00000032637","ENSMUSG00000032637.16","Atxn2l","ENSG00000168488","ATXN2L","ENSG00000168488.19",2024-08-25
"ENSMUSG00000028996","ENSMUSG00000028996.10","Rbp7","ENSG00000162444","RBP7","ENSG00000162444.12",2024-08-25
"ENSMUSG00000038481","ENSMUSG00000038481.14","Cdk19","ENSG00000155111","CDK19","ENSG00000155111.15",2024-08-25
"ENSMUSG00000045136","ENSMUSG00000045136.7","Tubb2b","ENSG00000137285","TUBB2B","ENSG00000137285.11",2024-08-25
"ENSMUSG00000028358","ENSMUSG00000028358.16","Zfp618","ENSG00000157657","ZNF618","ENSG00000157657.15",2024-08-25
"ENSMUSG00000024535","ENSMUSG00000024535.17","Snx24","ENSG00000064652","SNX24","ENSG00000064652.11",2024-08-25
"ENSMUSG00000109228","ENSMUSG00000109228.3","Fam81b","ENSG00000153347","FAM81B","ENSG00000153347.10",2024-08-25
"ENSMUSG00000031731","ENSMUSG00000031731.17","Ap1g1","ENSG00000166747","AP1G1","ENSG00000166747.13",2024-08-25
"ENSMUSG00000071451","ENSMUSG00000071451.11","Psmg4","ENSG00000180822","PSMG4","ENSG00000180822.12",2024-08-25
"ENSMUSG00000020564","ENSMUSG00000020564.18","Atxn7l1","ENSG00000146776","ATXN7L1","ENSG00000146776.15",2024-08-25
"ENSMUSG00000029304","ENSMUSG00000029304.15","Spp1","ENSG00000118785","SPP1","ENSG00000118785.15",2024-08-25
"ENSMUSG00000024538","ENSMUSG00000024538.9","Ppic","ENSG00000168938","PPIC","ENSG00000168938.6",2024-08-25
"ENSMUSG00000051396","ENSMUSG00000051396.16","Msantd7","ENSG00000284024","MSANTD7","ENSG00000284024.4",2024-08-25
"ENSMUSG00000042590","ENSMUSG00000042590.18","Ipo11","ENSG00000086200","IPO11","ENSG00000086200.17",2024-08-25
"ENSMUSG00000024999","ENSMUSG00000024999.8","Noc3l","ENSG00000173145","NOC3L","ENSG00000173145.11",2024-08-25
"ENSMUSG00000069378","ENSMUSG00000069378.15","Prdm6","ENSG00000061455","PRDM6","ENSG00000061455.11",2024-08-25
"ENSMUSG00000028992","ENSMUSG00000028992.14","Nmnat1","ENSG00000173614","NMNAT1","ENSG00000173614.14",2024-08-25
"ENSMUSG00000042195","ENSMUSG00000042195.10","Slc35f2","ENSG00000110660","SLC35F2","ENSG00000110660.15",2024-08-25
"ENSMUSG00000039496","ENSMUSG00000039496.9","Cdnf","ENSG00000185267","CDNF","ENSG00000185267.10",2024-08-25
"ENSMUSG00000032925","ENSMUSG00000032925.17","Itgbl1","ENSG00000198542","ITGBL1","ENSG00000198542.15",2024-08-25
"ENSMUSG00000048720","ENSMUSG00000048720.9","Tbc1d12","ENSG00000108239","TBC1D12","ENSG00000108239.9",2024-08-25
"ENSMUSG00000020123","ENSMUSG00000020123.7","Avpr1a","ENSG00000166148","AVPR1A","ENSG00000166148.4",2024-08-25
"ENSMUSG00000075073","ENSMUSG00000075073.4","Or4a47","ENSG00000237388","OR4A47","ENSG00000237388.3",2024-08-25
"ENSMUSG00000088760","ENSMUSG00000088760.3","Gm24393","ENSG00000207045","RNU6-532P","ENSG00000207045.1",2024-08-25
"ENSMUSG00000028356","ENSMUSG00000028356.5","Ambp","ENSG00000106927","AMBP","ENSG00000106927.12",2024-08-25
"ENSMUSG00000019834","ENSMUSG00000019834.16","Slc22a16","ENSG00000004809","SLC22A16","ENSG00000004809.14",2024-08-25
"ENSMUSG00000032251","ENSMUSG00000032251.13","Irak1bp1","ENSG00000146243","IRAK1BP1","ENSG00000146243.14",2024-08-25
"ENSMUSG00000030089","ENSMUSG00000030089.16","Slc41a3","ENSG00000114544","SLC41A3","ENSG00000114544.17",2024-08-25
"ENSMUSG00000026655","ENSMUSG00000026655.16","Fam107b","ENSG00000065809","FAM107B","ENSG00000065809.14",2024-08-25
"ENSMUSG00000053477","ENSMUSG00000053477.19","Tcf4","ENSG00000196628","TCF4","ENSG00000196628.20",2024-08-25
"ENSMUSG00000025001","ENSMUSG00000025001.12","Hells","ENSG00000119969","HELLS","ENSG00000119969.16",2024-08-25
"ENSMUSG00000074345","ENSMUSG00000074345.5","Tnfaip8l3","ENSG00000183578","TNFAIP8L3","ENSG00000183578.8",2024-08-25
"ENSMUSG00000028990","ENSMUSG00000028990.14","Lzic","ENSG00000162441","LZIC","ENSG00000162441.12",2024-08-25
"ENSMUSG00000038608","ENSMUSG00000038608.16","Dock10","ENSG00000135905","DOCK10","ENSG00000135905.21",2024-08-25
"ENSMUSG00000032274","ENSMUSG00000032274.10","Cyp19a1","ENSG00000137869","CYP19A1","ENSG00000137869.16",2024-08-25
"ENSMUSG00000034462","ENSMUSG00000034462.10","Pkd2","ENSG00000118762","PKD2","ENSG00000118762.8",2024-08-25
"ENSMUSG00000030693","ENSMUSG00000030693.11","Klk10","ENSG00000129451","KLK10","ENSG00000129451.12",2024-08-25
"ENSMUSG00000034613","ENSMUSG00000034613.13","Ppm1h","ENSG00000111110","PPM1H","ENSG00000111110.12",2024-08-25
"ENSMUSG00000025551","ENSMUSG00000025551.14","Fgf14","ENSG00000102466","FGF14","ENSG00000102466.17",2024-08-25
"ENSMUSG00000027719","ENSMUSG00000027719.16","Adad1","ENSG00000164113","ADAD1","ENSG00000164113.11",2024-08-25
"ENSMUSG00000084646","ENSMUSG00000084646.3","Gm24381","ENSG00000201499","RNU6-312P","ENSG00000201499.1",2024-08-25
"ENSMUSG00000028988","ENSMUSG00000028988.14","Ctnnbip1","ENSG00000178585","CTNNBIP1","ENSG00000178585.15",2024-08-25
"ENSMUSG00000017776","ENSMUSG00000017776.16","Crk","ENSG00000167193","CRK","ENSG00000167193.8",2024-08-25
"ENSMUSG00000042894","ENSMUSG00000042894.12","Or4c35","ENSG00000176540","OR4C5","ENSG00000176540.3",2024-08-25
"ENSMUSG00000020562","ENSMUSG00000020562.8","Efcab10","ENSG00000185055","EFCAB10","ENSG00000185055.11",2024-08-25
"ENSMUSG00000046167","ENSMUSG00000046167.6","Gldn","ENSG00000186417","GLDN","ENSG00000186417.15",2024-08-25
"ENSMUSG00000070462","ENSMUSG00000070462.5","Tlnrd1","ENSG00000140406","TLNRD1","ENSG00000140406.4",2024-08-25
"ENSMUSG00000047884","ENSMUSG00000047884.7","Klk9","ENSG00000213022","KLK9","ENSG00000213022.6",2024-08-25
"ENSMUSG00000018581","ENSMUSG00000018581.16","Dnah11","ENSG00000105877","DNAH11","ENSG00000105877.19",2024-08-25
"ENSMUSG00000014725","ENSMUSG00000014725.17","Adam28","ENSG00000042980","ADAM28","ENSG00000042980.14",2024-08-25
"ENSMUSG00000028357","ENSMUSG00000028357.14","Kif12","ENSG00000136883","KIF12","ENSG00000136883.16",2024-08-25
"ENSMUSG00000009621","ENSMUSG00000009621.19","Vav2","ENSG00000160293","VAV2","ENSG00000160293.17",2024-08-25
"ENSMUSG00000034312","ENSMUSG00000034312.16","Iqsec1","ENSG00000144711","IQSEC1","ENSG00000144711.17",2024-08-25
"ENSMUSG00000038503","ENSMUSG00000038503.16","Mesd","ENSG00000117899","MESD","ENSG00000117899.11",2024-08-25
"ENSMUSG00000062312","ENSMUSG00000062312.6","Erbb2","ENSG00000141736","ERBB2","ENSG00000141736.14",2024-08-25
"ENSMUSG00000032253","ENSMUSG00000032253.14","Phip","ENSG00000146247","PHIP","ENSG00000146247.15",2024-08-25
"ENSMUSG00000027720","ENSMUSG00000027720.8","Il2","ENSG00000109471","IL2","ENSG00000109471.5",2024-08-25
"ENSMUSG00000028086","ENSMUSG00000028086.16","Fbxw7","ENSG00000109670","FBXW7","ENSG00000109670.17",2024-08-25
"ENSMUSG00000038365","ENSMUSG00000038365.9","Fbxo25","ENSG00000147364","FBXO25","ENSG00000147364.17",2024-08-25
